"filename", "language", "Solidity", "Markdown", "JSON", "HTML", "Python", "JavaScript", "TypeScript", "XML", "CSS", "SCSS", "JSON with Comments", "TypeScript JSX", "comment", "blank", "total"
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\arb-bridge-eth\v0.8.0-custom\contracts\bridge\interfaces\IBridge.sol", "Solidity", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 14, 61
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\arb-bridge-eth\v0.8.0-custom\contracts\bridge\interfaces\IInbox.sol", "Solidity", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 14, 93
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\arb-bridge-eth\v0.8.0-custom\contracts\bridge\interfaces\IMessageProvider.sol", "Solidity", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 5, 27
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\arb-bridge-eth\v0.8.0-custom\contracts\libraries\AddressAliasHelper.sol", "Solidity", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 45
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\arb-os\e8d9696f21\contracts\arbos\builtin\ArbSys.sol", "Solidity", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 10, 73
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\openzeppelin-solidity\v.4.8.0\contracts\security\Pausable.sol", "Solidity", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 14, 106
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\openzeppelin-solidity\v.4.8.0\contracts\utils\Context.sol", "Solidity", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 25
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\openzeppelin-solidity\v.4.8.0\contracts\utils\SafeCast.sol", "Solidity", 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 812, 65, 1136
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\openzeppelin-solidity\v.4.8.0\contracts\utils\structs\EnumerableSet.sol", "Solidity", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 47, 379
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\dev\vendor\openzeppelin-solidity\v4.3.1\contracts\utils\Address.sol", "Solidity", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 19, 217
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\factories\CronUpkeepFactory.sol", "Solidity", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 12, 81
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\AccessControllerInterface.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\AggregatorInterface.sol", "Solidity", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 19
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\AggregatorV2V3Interface.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 8
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\AggregatorV3Interface.sol", "Solidity", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 33
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\AggregatorValidatorInterface.sol", "Solidity", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\AutomationCompatibleInterface.sol", "Solidity", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 42
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\AutomationRegistryInterface1_2.sol", "Solidity", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 14, 136
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\AutomationRegistryInterface1_3.sol", "Solidity", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 20, 169
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\AutomationRegistryInterface2_0.sol", "Solidity", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 21, 189
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\BlockhashStoreInterface.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\ChainlinkRequestInterface.sol", "Solidity", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 23
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\ENSInterface.sol", "Solidity", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 35
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\ERC677ReceiverInterface.sol", "Solidity", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\FeedRegistryInterface.sol", "Solidity", 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34, 178
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\FlagsInterface.sol", "Solidity", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 17
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\KeeperCompatibleInterface.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\KeeperRegistryInterface.sol", "Solidity", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 14, 135
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\KeeperRegistryInterface1_2.sol", "Solidity", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 10
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\LinkTokenInterface.sol", "Solidity", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 37
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\MigratableKeeperRegistryInterface.sol", "Solidity", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 27
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\OperatorInterface.sol", "Solidity", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 41
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\OracleInterface.sol", "Solidity", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 20
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\OwnableInterface.sol", "Solidity", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\PoRAddressList.sol", "Solidity", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 29
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\PointerInterface.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\TypeAndVersionInterface.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\UpkeepTranscoderInterface.sol", "Solidity", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 14
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\VRFCoordinatorV2Interface.sol", "Solidity", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 11, 126
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\interfaces\VRFV2WrapperInterface.sol", "Solidity", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 4, 33
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\keeper2_0\KeeperRegistrar2_0.sol", "Solidity", 322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 49, 490
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\keeper2_0\KeeperRegistry2_0.sol", "Solidity", 610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 306, 101, 1017
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\keeper2_0\KeeperRegistryBase2_0.sol", "Solidity", 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 38, 451
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\keeper2_0\KeeperRegistryLogic2_0.sol", "Solidity", 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 55, 470
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\libraries\external\Cron.sol", "Solidity", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 9, 79
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\libraries\internal\Cron.sol", "Solidity", 390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 25, 549
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\mocks\MockAggregator.sol", "Solidity", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 15
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\mocks\MockAggregatorValidator.sol", "Solidity", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 31
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\mocks\VRFCoordinatorMock.sol", "Solidity", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 42
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\mocks\VRFCoordinatorV2Mock.sol", "Solidity", 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 36, 318
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\AuthorizedReceiverTestHelper.sol", "Solidity", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 21
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\Broken.sol", "Solidity", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 19
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\ChainlinkClientTestHelper.sol", "Solidity", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 97
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\ChainlinkTestHelper.sol", "Solidity", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 58
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\Counter.sol", "Solidity", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 27
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\CronReceiver.sol", "Solidity", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 21
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\CronTestHelper.sol", "Solidity", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 11, 101
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\CronUpkeepTestHelper.sol", "Solidity", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 46
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\ERC20BalanceMonitorExposed.sol", "Solidity", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 18
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\EthBalanceMonitorExposed.sol", "Solidity", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 16
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\FeedConsumer.sol", "Solidity", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 73
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\FlagsTestHelper.sol", "Solidity", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 21
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\FunctionsClientTestHelper.sol", "Solidity", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 61
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\FunctionsOracleHelper.sol", "Solidity", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 26
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\FunctionsTestHelper.sol", "Solidity", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 53
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\Greeter.sol", "Solidity", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\KeeperCompatibleTestHelper.sol", "Solidity", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 13
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\LogEmitter.sol", "Solidity", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\MockArbGasInfo.sol", "Solidity", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\MockArbitrumInbox.sol", "Solidity", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 123
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\MockOVMGasPriceOracle.sol", "Solidity", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\MockOptimismL1CrossDomainMessenger.sol", "Solidity", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 46
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\MockOptimismL2CrossDomainMessenger.sol", "Solidity", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 38
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\MockV3Aggregator.sol", "Solidity", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 94
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\OCR2DRClientTestHelper.sol", "Solidity", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 57
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\OCR2DROracleHelper.sol", "Solidity", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 26
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\OCR2DRTestHelper.sol", "Solidity", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 53
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\ReceiveEmitter.sol", "Solidity", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 12
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\ReceiveFallbackEmitter.sol", "Solidity", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 12
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\ReceiveReverter.sol", "Solidity", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFConsumer.sol", "Solidity", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 30
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFConsumerExternalSubOwnerExample.sol", "Solidity", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 75
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFConsumerV2.sol", "Solidity", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 61
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFConsumerV2UpgradeableExample.sol", "Solidity", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 64
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFCoordinatorV2TestHelper.sol", "Solidity", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 42
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFExternalSubOwnerExample.sol", "Solidity", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 47
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFLoadTestExternalSubOwner.sol", "Solidity", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 39
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFLoadTestOwnerlessConsumer.sol", "Solidity", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 51
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFMaliciousConsumerV2.sol", "Solidity", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 54
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFOwnerlessConsumerExample.sol", "Solidity", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 43
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFRequestIDBaseTestHelper.sol", "Solidity", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 20
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFSingleConsumerExample.sol", "Solidity", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 111
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFTestHelper.sol", "Solidity", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 117
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFV2ProxyAdmin.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 9
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFV2RevertingExample.sol", "Solidity", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 59
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFV2TransparentUpgradeableProxy.sol", "Solidity", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 14
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFV2WrapperConsumerExample.sol", "Solidity", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 57
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFV2WrapperOutOfGasConsumerExample.sol", "Solidity", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 25
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFV2WrapperRevertingConsumerExample.sol", "Solidity", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 25
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\VRFV2WrapperUnderFundingConsumer.sol", "Solidity", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 30
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\vendor\MockOVMCrossDomainMessenger.sol", "Solidity", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 15, 75
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\tests\vendor\MultiSend.sol", "Solidity", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 67
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\upkeeps\CronUpkeep.sol", "Solidity", 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 24, 286
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\upkeeps\CronUpkeepDelegate.sol", "Solidity", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 7, 72
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\upkeeps\ERC20BalanceMonitor.sol", "Solidity", 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 26, 291
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\upkeeps\EthBalanceMonitor.sol", "Solidity", 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 25, 266
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\utils\utils.sol", "Solidity", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 15
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\@arbitrum\nitro-contracts\src\precompiles\ArbGasInfo.sol", "Solidity", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 8, 39
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\@eth-optimism\contracts\0.8.6\contracts\L2\predeploys\OVM_GasPriceOracle.sol", "Solidity", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 15, 162
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\BufferChainlink.sol", "Solidity", 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 26, 338
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\CBORChainlink.sol", "Solidity", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 95
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\DateTime.sol", "Solidity", 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 41, 255
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\ENSResolver.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\Strings.sol", "Solidity", 533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 71, 843
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.0\contracts\security\Pausable.sol", "Solidity", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 14, 106
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.0\contracts\token\ERC20\IERC20.sol", "Solidity", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 10, 83
